"","det_facility","lift_reason","count","count_all","freq"
"3401","COTTON COUNTY, WALTERS OK","Lifted",1,83,1.20481927710843
"3402","COTTONWOOD COUNTY JAIL","",45,75,60
"3403","COTTONWOOD COUNTY JAIL","Booked into Detention",25,75,33.3333333333333
"3404","COTTONWOOD COUNTY JAIL","Case Closed",2,75,2.66666666666667
"3405","COTTONWOOD COUNTY JAIL","Lifted",3,75,4
"3406","COUNTY OF UNION JUV DET CENTER","",1,1,100
"3407","COVINA POLICE DEPT.","",58,79,73.4177215189873
"3408","COVINA POLICE DEPT.","Booked into Detention",17,79,21.5189873417722
"3409","COVINA POLICE DEPT.","Lifted",4,79,5.06329113924051
"3410","COVINGTON COUNTY JAIL","",21,23,91.304347826087
"3411","COVINGTON COUNTY JAIL","Booked into Detention",2,23,8.69565217391304
"3412","COWETA COUNTY SHERIFF","",270,422,63.9810426540284
"3413","COWETA COUNTY SHERIFF","Booked into Detention",145,422,34.3601895734597
"3414","COWETA COUNTY SHERIFF","Case Closed",5,422,1.18483412322275
"3415","COWETA COUNTY SHERIFF","Lifted",2,422,0.4739336492891
"3416","COWLEY COUNTY JAIL","",61,84,72.6190476190476
"3417","COWLEY COUNTY JAIL","Booked into Detention",21,84,25
"3418","COWLEY COUNTY JAIL","Lifted",2,84,2.38095238095238
"3419","COWLITZ CO. JUV. DET.","",1,11,9.09090909090909
"3420","COWLITZ CO. JUV. DET.","Booked into Detention",7,11,63.6363636363636
"3421","COWLITZ CO. JUV. DET.","Lifted",3,11,27.2727272727273
"3422","COWLITZ COUNTY JAIL","",182,624,29.1666666666667
"3423","COWLITZ COUNTY JAIL","Alien Not Subject to Deportation",1,624,0.16025641025641
"3424","COWLITZ COUNTY JAIL","Booked into Detention",308,624,49.3589743589744
"3425","COWLITZ COUNTY JAIL","Case Closed",16,624,2.56410256410256
"3426","COWLITZ COUNTY JAIL","Detainer Declined by LEA",25,624,4.00641025641026
"3427","COWLITZ COUNTY JAIL","Early Release",2,624,0.320512820512821
"3428","COWLITZ COUNTY JAIL","Lifted",88,624,14.1025641025641
"3429","COWLITZ COUNTY JAIL","Transferred",2,624,0.320512820512821
"3430","COXSACKIE CF  W.COXSACKIE","",64,81,79.0123456790123
"3431","COXSACKIE CF  W.COXSACKIE","Booked into Detention",9,81,11.1111111111111
"3432","COXSACKIE CF  W.COXSACKIE","Case Closed",1,81,1.23456790123457
"3433","COXSACKIE CF  W.COXSACKIE","Died",2,81,2.46913580246914
"3434","COXSACKIE CF  W.COXSACKIE","Lifted",3,81,3.7037037037037
"3435","COXSACKIE CF  W.COXSACKIE","Transferred",2,81,2.46913580246914
"3436","COYOTE RIDGE CORRECTIONS","",19,48,39.5833333333333
"3437","COYOTE RIDGE CORRECTIONS","Alien Not Subject to Deportation",2,48,4.16666666666667
"3438","COYOTE RIDGE CORRECTIONS","Booked into Detention",23,48,47.9166666666667
"3439","COYOTE RIDGE CORRECTIONS","Lifted",4,48,8.33333333333333
"3440","CRAIG COUNTY JAIL","",15,15,100
"3441","CRAIG HOLDROOM","",2,2,100
"3442","CRAIGHEAD COUNTY JAIL","",332,389,85.3470437017995
"3443","CRAIGHEAD COUNTY JAIL","Booked into Detention",48,389,12.3393316195373
"3444","CRAIGHEAD COUNTY JAIL","Case Closed",3,389,0.77120822622108
"3445","CRAIGHEAD COUNTY JAIL","Lifted",4,389,1.02827763496144
"3446","CRAIGHEAD COUNTY JAIL","Prosecutorial Discretion",1,389,0.25706940874036
"3447","CRAIGHEAD COUNTY JAIL","Transferred",1,389,0.25706940874036
"3448","CRANE COUNTY SHERIFF'S DEPT.","",8,19,42.1052631578947
"3449","CRANE COUNTY SHERIFF'S DEPT.","Booked into Detention",1,19,5.26315789473684
"3450","CRANE COUNTY SHERIFF'S DEPT.","Case Closed",8,19,42.1052631578947
"3451","CRANE COUNTY SHERIFF'S DEPT.","Lifted",2,19,10.5263157894737
"3452","CRAVEN CORRECTIONAL INSTITUTION","Booked into Detention",1,1,100
"3453","CRAVEN COUNTY JAIL","",16,33,48.4848484848485
"3454","CRAVEN COUNTY JAIL","Booked into Detention",15,33,45.4545454545455
"3455","CRAVEN COUNTY JAIL","Lifted",2,33,6.06060606060606
"3456","CRAWFORD CO, GRAYLING,MI.","",1,3,33.3333333333333
"3457","CRAWFORD CO, GRAYLING,MI.","Booked into Detention",2,3,66.6666666666667
"3458","CRAWFORD COUNTY JAIL","",265,381,69.5538057742782
"3459","CRAWFORD COUNTY JAIL","Booked into Detention",104,381,27.2965879265092
"3460","CRAWFORD COUNTY JAIL","Case Closed",4,381,1.0498687664042
"3461","CRAWFORD COUNTY JAIL","Early Release",1,381,0.26246719160105
"3462","CRAWFORD COUNTY JAIL","Lifted",7,381,1.83727034120735
"3463","CRAWFORD COUNTY JAIL, PA","Booked into Detention",3,3,100
"3464","CRAWFORD COUNTY SHERIFF","",43,70,61.4285714285714
"3465","CRAWFORD COUNTY SHERIFF","Booked into Detention",23,70,32.8571428571429
"3466","CRAWFORD COUNTY SHERIFF","Detainer Declined by LEA",2,70,2.85714285714286
"3467","CRAWFORD COUNTY SHERIFF","Lifted",1,70,1.42857142857143
"3468","CRAWFORD COUNTY SHERIFF","Transferred",1,70,1.42857142857143
"3469","CREEK COUNTY SHERIFF/JAIL","",41,48,85.4166666666667
"3470","CREEK COUNTY SHERIFF/JAIL","Booked into Detention",3,48,6.25
"3471","CREEK COUNTY SHERIFF/JAIL","Case Closed",2,48,4.16666666666667
"3472","CREEK COUNTY SHERIFF/JAIL","Lifted",2,48,4.16666666666667
"3473","CRENSHAW COUNTY JAIL","",5,5,100
"3474","CRESTWOOD POLICE DEPARTMENT","",1,1,100
"3475","CRESTWOOD POLICE DEPT.","",1,4,25
"3476","CRESTWOOD POLICE DEPT.","Booked into Detention",3,4,75
"3477","CREVE COEUR POLICE DEPT.","",4,7,57.1428571428571
"3478","CREVE COEUR POLICE DEPT.","Booked into Detention",3,7,42.8571428571429
"3479","CRISP COUNTY SHERIFF","",201,255,78.8235294117647
"3480","CRISP COUNTY SHERIFF","Booked into Detention",48,255,18.8235294117647
"3481","CRISP COUNTY SHERIFF","Case Closed",1,255,0.392156862745098
"3482","CRISP COUNTY SHERIFF","Lifted",4,255,1.56862745098039
"3483","CRISP COUNTY SHERIFF","Transferred",1,255,0.392156862745098
"3484","CRITTENDEN COUNTY DET CENTER","",1,2,50
"3485","CRITTENDEN COUNTY DET CENTER","Booked into Detention",1,2,50
"3486","CRITTENDEN COUNTY DET CTR","",32,45,71.1111111111111
"3487","CRITTENDEN COUNTY DET CTR","Booked into Detention",11,45,24.4444444444444
"3488","CRITTENDEN COUNTY DET CTR","Lifted",2,45,4.44444444444444
"3489","CROCKETT COUNTY SHERIFF","",5,8,62.5
"3490","CROCKETT COUNTY SHERIFF","Booked into Detention",3,8,37.5
"3491","CROCKETT COUNTY, TN SHERIFF/JAIL","",29,34,85.2941176470588
"3492","CROCKETT COUNTY, TN SHERIFF/JAIL","Booked into Detention",3,34,8.82352941176471
"3493","CROCKETT COUNTY, TN SHERIFF/JAIL","Lifted",2,34,5.88235294117647
"3494","CROCKETT POLICE DEPT.","",8,8,100
"3495","CROOK COUNTY JAIL","",16,27,59.2592592592593
"3496","CROOK COUNTY JAIL","Booked into Detention",9,27,33.3333333333333
"3497","CROOK COUNTY JAIL","Lifted",2,27,7.40740740740741
"3498","CROSBY COUNTY SHERIFF","",4,10,40
"3499","CROSBY COUNTY SHERIFF","Booked into Detention",5,10,50
"3500","CROSBY COUNTY SHERIFF","Lifted",1,10,10
"3501","CROSS CITY CORRECTIONAL","",2,4,50
"3502","CROSS CITY CORRECTIONAL","Booked into Detention",1,4,25
"3503","CROSS CITY CORRECTIONAL","Lifted",1,4,25
"3504","CROSSROADS YTH & FAM SERVICES","",1,1,100
"3505","CROW WING COUNTY JAIL","",8,11,72.7272727272727
"3506","CROW WING COUNTY JAIL","Booked into Detention",3,11,27.2727272727273
"3507","CROWLEY POLICE DEPT.","",5,7,71.4285714285714
"3508","CROWLEY POLICE DEPT.","Booked into Detention",2,7,28.5714285714286
"3509","CRYSTAL CITY CORR. CENTER","",1,4,25
"3510","CRYSTAL CITY CORR. CENTER","Booked into Detention",1,4,25
"3511","CRYSTAL CITY CORR. CENTER","Case Closed",1,4,25
"3512","CRYSTAL CITY CORR. CENTER","Lifted",1,4,25
"3513","CSC SO.FULTON MUNIC.JAIL","",1,2,50
"3514","CSC SO.FULTON MUNIC.JAIL","Booked into Detention",1,2,50
"3515","CSP-CORCORAN","",245,753,32.5365205843293
"3516","CSP-CORCORAN","Booked into Detention",238,753,31.6069057104914
"3517","CSP-CORCORAN","Case Closed",42,753,5.57768924302789
"3518","CSP-CORCORAN","Died",2,753,0.265604249667995
"3519","CSP-CORCORAN","Early Release",100,753,13.2802124833997
"3520","CSP-CORCORAN","Lifted",85,753,11.2881806108898
"3521","CSP-CORCORAN","Transferred",41,753,5.44488711819389
"3522","CSP-SACRAMENTO","",142,361,39.3351800554017
"3523","CSP-SACRAMENTO","Alien Not Subject to Deportation",4,361,1.10803324099723
"3524","CSP-SACRAMENTO","Booked into Detention",103,361,28.5318559556787
"3525","CSP-SACRAMENTO","Case Closed",23,361,6.37119113573407
"3526","CSP-SACRAMENTO","Died",1,361,0.277008310249307
"3527","CSP-SACRAMENTO","Early Release",9,361,2.49307479224377
"3528","CSP-SACRAMENTO","Lifted",53,361,14.6814404432133
"3529","CSP-SACRAMENTO","Transferred",25,361,6.92520775623269
"3530","CSP-SACRAMENTO","United States Citizen Interviewed",1,361,0.277008310249307
"3531","CSP-SAN QUENTIN","",924,2428,38.0560131795717
"3532","CSP-SAN QUENTIN","Alien Not Subject to Deportation",1,2428,0.0411861614497529
"3533","CSP-SAN QUENTIN","Booked into Detention",970,2428,39.9505766062603
"3534","CSP-SAN QUENTIN","Case Closed",130,2428,5.35420098846787
"3535","CSP-SAN QUENTIN","Detainer Declined by LEA",3,2428,0.123558484349259
"3536","CSP-SAN QUENTIN","Early Release",29,2428,1.19439868204283
"3537","CSP-SAN QUENTIN","Lifted",257,2428,10.5848434925865
"3538","CSP-SAN QUENTIN","Lifted - Lack of Funds",2,2428,0.0823723228995058
"3539","CSP-SAN QUENTIN","Transferred",111,2428,4.57166392092257
"3540","CSP-SAN QUENTIN","United States Citizen Interviewed",1,2428,0.0411861614497529
"3541","CSP-SOLANO","",105,499,21.0420841683367
"3542","CSP-SOLANO","Alien Not Subject to Deportation",1,499,0.200400801603206
"3543","CSP-SOLANO","Booked into Detention",205,499,41.0821643286573
"3544","CSP-SOLANO","Case Closed",47,499,9.4188376753507
"3545","CSP-SOLANO","Died",1,499,0.200400801603206
"3546","CSP-SOLANO","Early Release",3,499,0.601202404809619
"3547","CSP-SOLANO","Lifted",92,499,18.436873747495
"3548","CSP-SOLANO","Transferred",45,499,9.01803607214429
"3549","CTF-SOLEDAD","",225,1170,19.2307692307692
"3550","CTF-SOLEDAD","Alien Not Subject to Deportation",2,1170,0.170940170940171
"3551","CTF-SOLEDAD","Booked into Detention",542,1170,46.3247863247863
"3552","CTF-SOLEDAD","Case Closed",238,1170,20.3418803418803
"3553","CTF-SOLEDAD","Detainer Declined by LEA",1,1170,0.0854700854700855
"3554","CTF-SOLEDAD","Early Release",7,1170,0.598290598290598
"3555","CTF-SOLEDAD","Lifted",111,1170,9.48717948717949
"3556","CTF-SOLEDAD","Transferred",44,1170,3.76068376068376
"3557","CULBERSON COUNTY SHERIFF'S","Booked into Detention",1,5,20
"3558","CULBERSON COUNTY SHERIFF'S","Case Closed",2,5,40
"3559","CULBERSON COUNTY SHERIFF'S","Lifted",2,5,40
"3560","CULLMAN COUNTY JAIL","",157,187,83.9572192513369
"3561","CULLMAN COUNTY JAIL","Booked into Detention",25,187,13.3689839572193
"3562","CULLMAN COUNTY JAIL","Detainer Declined by LEA",1,187,0.53475935828877
"3563","CULLMAN COUNTY JAIL","Lifted",4,187,2.13903743315508
"3564","CULPEPER CO. ADULT DET. CENTER","",154,273,56.4102564102564
"3565","CULPEPER CO. ADULT DET. CENTER","Booked into Detention",95,273,34.7985347985348
"3566","CULPEPER CO. ADULT DET. CENTER","Case Closed",3,273,1.0989010989011
"3567","CULPEPER CO. ADULT DET. CENTER","Early Release",1,273,0.366300366300366
"3568","CULPEPER CO. ADULT DET. CENTER","Lifted",19,273,6.95970695970696
"3569","CULPEPER CO. ADULT DET. CENTER","Prosecutorial Discretion",1,273,0.366300366300366
"3570","CULVER CITY POLICE DEPT.","",53,95,55.7894736842105
"3571","CULVER CITY POLICE DEPT.","Booked into Detention",39,95,41.0526315789474
"3572","CULVER CITY POLICE DEPT.","Case Closed",1,95,1.05263157894737
"3573","CULVER CITY POLICE DEPT.","Detainer Declined by LEA",1,95,1.05263157894737
"3574","CULVER CITY POLICE DEPT.","Transferred",1,95,1.05263157894737
"3575","CUMBERLAND CNTY JAIL, PA","",50,130,38.4615384615385
"3576","CUMBERLAND CNTY JAIL, PA","Booked into Detention",73,130,56.1538461538462
"3577","CUMBERLAND CNTY JAIL, PA","Case Closed",3,130,2.30769230769231
"3578","CUMBERLAND CNTY JAIL, PA","Early Release",1,130,0.769230769230769
"3579","CUMBERLAND CNTY JAIL, PA","Lifted",1,130,0.769230769230769
"3580","CUMBERLAND CNTY JAIL, PA","Prosecutorial Discretion",1,130,0.769230769230769
"3581","CUMBERLAND CNTY JAIL, PA","Transferred",1,130,0.769230769230769
"3582","CUMBERLAND COUNTY JAIL","",872,1986,43.9073514602216
"3583","CUMBERLAND COUNTY JAIL","Alien Not Subject to Deportation",1,1986,0.0503524672708963
"3584","CUMBERLAND COUNTY JAIL","Booked into Detention",974,1986,49.043303121853
"3585","CUMBERLAND COUNTY JAIL","Case Closed",61,1986,3.07150050352467
"3586","CUMBERLAND COUNTY JAIL","Detainer Declined by LEA",10,1986,0.503524672708963
"3587","CUMBERLAND COUNTY JAIL","Early Release",2,1986,0.100704934541793
"3588","CUMBERLAND COUNTY JAIL","Lifted",46,1986,2.31621349446123
"3589","CUMBERLAND COUNTY JAIL","Lifted - Lack of Funds",3,1986,0.151057401812689
"3590","CUMBERLAND COUNTY JAIL","Lifted - Lack of Space",2,1986,0.100704934541793
"3591","CUMBERLAND COUNTY JAIL","Prosecutorial Discretion",8,1986,0.40281973816717
"3592","CUMBERLAND COUNTY JAIL","Transferred",6,1986,0.302114803625378
"3593","CUMBERLAND COUNTY JAIL","United States Citizen Interviewed",1,1986,0.0503524672708963
"3594","CUMBERLAND FCI","",73,200,36.5
"3595","CUMBERLAND FCI","Booked into Detention",103,200,51.5
"3596","CUMBERLAND FCI","Case Closed",9,200,4.5
"3597","CUMBERLAND FCI","Early Release",1,200,0.5
"3598","CUMBERLAND FCI","Lifted",13,200,6.5
"3599","CUMBERLAND FCI","Transferred",1,200,0.5
"3600","CURRAN FROMHOLD CORR.FAC.","",157,722,21.7451523545706
"3601","CURRAN FROMHOLD CORR.FAC.","Alien Not Subject to Deportation",2,722,0.277008310249307
"3602","CURRAN FROMHOLD CORR.FAC.","Booked into Detention",428,722,59.2797783933518
"3603","CURRAN FROMHOLD CORR.FAC.","Case Closed",52,722,7.20221606648199
"3604","CURRAN FROMHOLD CORR.FAC.","Detainer Declined by LEA",28,722,3.8781163434903
"3605","CURRAN FROMHOLD CORR.FAC.","Lifted",40,722,5.54016620498615
"3606","CURRAN FROMHOLD CORR.FAC.","Prosecutorial Discretion",1,722,0.138504155124654
"3607","CURRAN FROMHOLD CORR.FAC.","Transferred",14,722,1.93905817174515
"3608","CURRITUCK COUNTY JAIL","",1,11,9.09090909090909
"3609","CURRITUCK COUNTY JAIL","Booked into Detention",10,11,90.9090909090909
"3610","CURRY COUNTY DET FAC","",356,450,79.1111111111111
"3611","CURRY COUNTY DET FAC","Booked into Detention",34,450,7.55555555555556
"3612","CURRY COUNTY DET FAC","Case Closed",5,450,1.11111111111111
"3613","CURRY COUNTY DET FAC","Detainer Declined by LEA",3,450,0.666666666666667
"3614","CURRY COUNTY DET FAC","Lifted",51,450,11.3333333333333
"3615","CURRY COUNTY DET FAC","Transferred",1,450,0.222222222222222
"3616","CURRY COUNTY JAIL","",29,44,65.9090909090909
"3617","CURRY COUNTY JAIL","Booked into Detention",8,44,18.1818181818182
"3618","CURRY COUNTY JAIL","Case Closed",5,44,11.3636363636364
"3619","CURRY COUNTY JAIL","Lifted",2,44,4.54545454545455
"3620","CUSTER COUNTY JAIL","",16,29,55.1724137931034
"3621","CUSTER COUNTY JAIL","Booked into Detention",4,29,13.7931034482759
"3622","CUSTER COUNTY JAIL","Case Closed",3,29,10.3448275862069
"3623","CUSTER COUNTY JAIL","Lifted",6,29,20.6896551724138
"3624","CUSTER COUNTY SHERIFF OFFICE","",2,3,66.6666666666667
"3625","CUSTER COUNTY SHERIFF OFFICE","Lifted",1,3,33.3333333333333
"3626","CUSTER COUNTY SHERIFF/JAIL","",26,44,59.0909090909091
"3627","CUSTER COUNTY SHERIFF/JAIL","Booked into Detention",18,44,40.9090909090909
"3628","CUYAHOGA COUNTY JAIL","",204,322,63.3540372670807
"3629","CUYAHOGA COUNTY JAIL","Alien Not Subject to Deportation",1,322,0.31055900621118
"3630","CUYAHOGA COUNTY JAIL","Booked into Detention",99,322,30.7453416149068
"3631","CUYAHOGA COUNTY JAIL","Case Closed",6,322,1.86335403726708
"3632","CUYAHOGA COUNTY JAIL","Early Release",2,322,0.62111801242236
"3633","CUYAHOGA COUNTY JAIL","Lifted",10,322,3.1055900621118
"3634","CUYAHOGA HILLS JUVENILE","",2,2,100
"3635","CYBULSKI CORR INST","",2,12,16.6666666666667
"3636","CYBULSKI CORR INST","Booked into Detention",9,12,75
"3637","CYBULSKI CORR INST","Lifted",1,12,8.33333333333333
"3638","CYPRESS POLICE DEPT.","",10,16,62.5
"3639","CYPRESS POLICE DEPT.","Booked into Detention",6,16,37.5
"3640","D. RAY JAMES PRISON","",860,3634,23.6653824986241
"3641","D. RAY JAMES PRISON","Alien Not Subject to Deportation",4,3634,0.110071546505228
"3642","D. RAY JAMES PRISON","Booked into Detention",2594,3634,71.3813979086406
"3643","D. RAY JAMES PRISON","Case Closed",18,3634,0.495321959273528
"3644","D. RAY JAMES PRISON","Detainer Declined by LEA",9,3634,0.247660979636764
"3645","D. RAY JAMES PRISON","Lifted",121,3634,3.32966428178316
"3646","D. RAY JAMES PRISON","Prosecutorial Discretion",24,3634,0.66042927903137
"3647","D. RAY JAMES PRISON","Transferred",3,3634,0.0825536598789213
"3648","D. RAY JAMES PRISON","United States Citizen Interviewed",1,3634,0.0275178866263071
"3649","D.E. LONG JUV.DETENTION","",1,1,100
"3650","DADE CORRECTIONAL INST","",14,63,22.2222222222222
"3651","DADE CORRECTIONAL INST","Alien Not Subject to Deportation",2,63,3.17460317460317
"3652","DADE CORRECTIONAL INST","Booked into Detention",26,63,41.2698412698413
"3653","DADE CORRECTIONAL INST","Case Closed",3,63,4.76190476190476
"3654","DADE CORRECTIONAL INST","Detainer Declined by LEA",1,63,1.58730158730159
"3655","DADE CORRECTIONAL INST","Died",2,63,3.17460317460317
"3656","DADE CORRECTIONAL INST","Lifted",15,63,23.8095238095238
"3657","DADE COUNTY CORRECTIONAL","",2923,11957,24.4459312536589
"3658","DADE COUNTY CORRECTIONAL","Alien Not Subject to Deportation",19,11957,0.158902734799699
"3659","DADE COUNTY CORRECTIONAL","Booked into Detention",6566,11957,54.9134398260433
"3660","DADE COUNTY CORRECTIONAL","Case Closed",151,11957,1.26285857656603
"3661","DADE COUNTY CORRECTIONAL","Detainer Declined by LEA",642,11957,5.36923977586351
"3662","DADE COUNTY CORRECTIONAL","Died",2,11957,0.0167266036631262
"3663","DADE COUNTY CORRECTIONAL","Early Release",29,11957,0.24253575311533
"3664","DADE COUNTY CORRECTIONAL","Lifted",1567,11957,13.1052939700594
"3665","DADE COUNTY CORRECTIONAL","Lifted - Lack of Funds",1,11957,0.0083633018315631
"3666","DADE COUNTY CORRECTIONAL","Lifted - Lack of Space",7,11957,0.0585431128209417
"3667","DADE COUNTY CORRECTIONAL","Prosecutorial Discretion",17,11957,0.142176131136573
"3668","DADE COUNTY CORRECTIONAL","Transferred",30,11957,0.250899054946893
"3669","DADE COUNTY CORRECTIONAL","United States Citizen Interviewed",3,11957,0.0250899054946893
"3670","DADE COUNTY JAIL","",62,109,56.8807339449541
"3671","DADE COUNTY JAIL","Booked into Detention",39,109,35.7798165137615
"3672","DADE COUNTY JAIL","Detainer Declined by LEA",1,109,0.917431192660551
"3673","DADE COUNTY JAIL","Lifted",6,109,5.5045871559633
"3674","DADE COUNTY JAIL","Transferred",1,109,0.917431192660551
"3675","DAKOTA CO. JAIL, MN","",379,712,53.2303370786517
"3676","DAKOTA CO. JAIL, MN","Booked into Detention",291,712,40.8707865168539
"3677","DAKOTA CO. JAIL, MN","Case Closed",24,712,3.37078651685393
"3678","DAKOTA CO. JAIL, MN","Detainer Declined by LEA",4,712,0.561797752808989
"3679","DAKOTA CO. JAIL, MN","Early Release",1,712,0.140449438202247
"3680","DAKOTA CO. JAIL, MN","Lifted",8,712,1.12359550561798
"3681","DAKOTA CO. JAIL, MN","Lifted - Lack of Funds",1,712,0.140449438202247
"3682","DAKOTA CO. JAIL, MN","Prosecutorial Discretion",1,712,0.140449438202247
"3683","DAKOTA CO. JAIL, MN","Transferred",3,712,0.421348314606742
"3684","DAKOTA COUNTY JAIL","",302,353,85.5524079320113
"3685","DAKOTA COUNTY JAIL","Booked into Detention",34,353,9.63172804532578
"3686","DAKOTA COUNTY JAIL","Case Closed",4,353,1.13314447592068
"3687","DAKOTA COUNTY JAIL","Detainer Declined by LEA",1,353,0.28328611898017
"3688","DAKOTA COUNTY JAIL","Lifted",12,353,3.39943342776204
"3689","DALBY CORRECTIONAL INSTITUTE","",70,829,8.44390832328106
"3690","DALBY CORRECTIONAL INSTITUTE","Booked into Detention",242,829,29.1917973462002
"3691","DALBY CORRECTIONAL INSTITUTE","Case Closed",2,829,0.241254523522316
"3692","DALBY CORRECTIONAL INSTITUTE","Lifted",510,829,61.5199034981906
"3693","DALBY CORRECTIONAL INSTITUTE","Transferred",4,829,0.482509047044632
"3694","DALBY CORRECTIONAL INSTITUTE","United States Citizen Interviewed",1,829,0.120627261761158
"3695","DALE COUNTY JAIL","",84,116,72.4137931034483
"3696","DALE COUNTY JAIL","Booked into Detention",14,116,12.0689655172414
"3697","DALE COUNTY JAIL","Lifted",17,116,14.6551724137931
"3698","DALE COUNTY JAIL","Transferred",1,116,0.862068965517241
"3699","DALHIA STREET YOUTH CENTE","Booked into Detention",1,1,100
"3700","DALLAM COUNTY SHERIFF","",118,180,65.5555555555556
"3701","DALLAM COUNTY SHERIFF","Booked into Detention",44,180,24.4444444444444
"3702","DALLAM COUNTY SHERIFF","Case Closed",4,180,2.22222222222222
"3703","DALLAM COUNTY SHERIFF","Early Release",1,180,0.555555555555556
"3704","DALLAM COUNTY SHERIFF","Lifted",12,180,6.66666666666667
"3705","DALLAM COUNTY SHERIFF","Transferred",1,180,0.555555555555556
"3706","DALLAS COUNT JAIL","",24,43,55.8139534883721
"3707","DALLAS COUNT JAIL","Booked into Detention",12,43,27.906976744186
"3708","DALLAS COUNT JAIL","Case Closed",1,43,2.32558139534884
"3709","DALLAS COUNT JAIL","Lifted",6,43,13.953488372093
"3710","DALLAS COUNTY JAIL","",7018,13944,50.3298909925416
"3711","DALLAS COUNTY JAIL","Alien Not Subject to Deportation",5,13944,0.0358577165806081
"3712","DALLAS COUNTY JAIL","Booked into Detention",5262,13944,37.736660929432
"3713","DALLAS COUNTY JAIL","Case Closed",124,13944,0.889271371199082
"3714","DALLAS COUNTY JAIL","Died",1,13944,0.00717154331612163
"3715","DALLAS COUNTY JAIL","Early Release",3,13944,0.0215146299483649
"3716","DALLAS COUNTY JAIL","Lifted",1403,13944,10.0616752725186
"3717","DALLAS COUNTY JAIL","Lifted - Lack of Funds",2,13944,0.0143430866322433
"3718","DALLAS COUNTY JAIL","Prosecutorial Discretion",24,13944,0.172117039586919
"3719","DALLAS COUNTY JAIL","Transferred",97,13944,0.695639701663798
"3720","DALLAS COUNTY JAIL","United States Citizen Interviewed",5,13944,0.0358577165806081
"3721","DALLAS COUNTY SHERIFF'S OFFICE","",73,138,52.8985507246377
"3722","DALLAS COUNTY SHERIFF'S OFFICE","Booked into Detention",49,138,35.5072463768116
"3723","DALLAS COUNTY SHERIFF'S OFFICE","Case Closed",2,138,1.44927536231884
"3724","DALLAS COUNTY SHERIFF'S OFFICE","Lifted",14,138,10.1449275362319
"3725","DALLAS F.O. HOLD","",112,187,59.8930481283423
"3726","DALLAS F.O. HOLD","Booked into Detention",43,187,22.9946524064171
"3727","DALLAS F.O. HOLD","Case Closed",7,187,3.74331550802139
"3728","DALLAS F.O. HOLD","Early Release",2,187,1.06951871657754
"3729","DALLAS F.O. HOLD","Lifted",22,187,11.7647058823529
"3730","DALLAS F.O. HOLD","Transferred",1,187,0.53475935828877
"3731","DALWORTHINGTON GARDENS POL. DEPT.","",1,4,25
"3732","DALWORTHINGTON GARDENS POL. DEPT.","Booked into Detention",3,4,75
"3733","DANBURY FED.CORR.INST.","",639,1712,37.3247663551402
"3734","DANBURY FED.CORR.INST.","Alien Not Subject to Deportation",3,1712,0.175233644859813
"3735","DANBURY FED.CORR.INST.","Booked into Detention",909,1712,53.0957943925234
"3736","DANBURY FED.CORR.INST.","Case Closed",90,1712,5.25700934579439
"3737","DANBURY FED.CORR.INST.","Detainer Declined by LEA",5,1712,0.292056074766355
"3738","DANBURY FED.CORR.INST.","Died",1,1712,0.058411214953271
"3739","DANBURY FED.CORR.INST.","Early Release",1,1712,0.058411214953271
"3740","DANBURY FED.CORR.INST.","Lifted",50,1712,2.92056074766355
"3741","DANBURY FED.CORR.INST.","Prosecutorial Discretion",2,1712,0.116822429906542
"3742","DANBURY FED.CORR.INST.","Transferred",12,1712,0.700934579439252
"3743","DANBURY POLICE DEPT.","",26,40,65
"3744","DANBURY POLICE DEPT.","Booked into Detention",14,40,35
"3745","DANE COUNTY JAIL","",438,942,46.4968152866242
"3746","DANE COUNTY JAIL","Booked into Detention",411,942,43.6305732484076
"3747","DANE COUNTY JAIL","Case Closed",51,942,5.4140127388535
"3748","DANE COUNTY JAIL","Detainer Declined by LEA",8,942,0.849256900212314
"3749","DANE COUNTY JAIL","Early Release",5,942,0.530785562632696
"3750","DANE COUNTY JAIL","Lifted",25,942,2.65392781316348
"3751","DANE COUNTY JAIL","Prosecutorial Discretion",2,942,0.212314225053079
"3752","DANE COUNTY JAIL","Transferred",2,942,0.212314225053079
"3753","DANVILLE CITY JAIL","",33,98,33.6734693877551
"3754","DANVILLE CITY JAIL","Booked into Detention",58,98,59.1836734693878
"3755","DANVILLE CITY JAIL","Case Closed",2,98,2.04081632653061
"3756","DANVILLE CITY JAIL","Died",1,98,1.02040816326531
"3757","DANVILLE CITY JAIL","Lifted",4,98,4.08163265306122
"3758","DANVILLE CITY JAIL FARM","",1,1,100
"3759","DANVILLE CORRECTIONAL CENTER","",6,11,54.5454545454545
"3760","DANVILLE CORRECTIONAL CENTER","Booked into Detention",5,11,45.4545454545455
"3761","DANVILLE CORRECTIONS","",13,19,68.421052631579
"3762","DANVILLE CORRECTIONS","Booked into Detention",6,19,31.5789473684211
"3763","DAPHNE POLICE DEPT CORR CENTER","",17,25,68
"3764","DAPHNE POLICE DEPT CORR CENTER","Booked into Detention",7,25,28
"3765","DAPHNE POLICE DEPT CORR CENTER","Lifted",1,25,4
"3766","DARE COUNTY JAIL","",41,137,29.9270072992701
"3767","DARE COUNTY JAIL","Booked into Detention",90,137,65.6934306569343
"3768","DARE COUNTY JAIL","Lifted",4,137,2.91970802919708
